indi test_time age state gender farm trBVs
f11_24858 84.3 126.3 0 F 11 0.82596432106821
f11_24874 0 54 0 F 11 -0.459688294135066
f11_24874 51.8 105.8 1 F 11 -0.459688294135066
f11_24874 67.6 121.6 1 F 11 -0.459688294135066
f11_24884 0 53 0 F 11 -0.513383683923864
f11_24884 25.4 78.4 0 F 11 -0.513383683923864
f11_24887 0 146.6 1 F 11 -0.734608465780481
f11_24887 43.3 189.9 1 F 11 -0.734608465780481
f11_24897 0 232 0 F 11 -0.356469272336384
f11_24897 51.8 283.8 0 F 11 -0.356469272336384
f11_24897 77.4 309.4 0 F 11 -0.356469272336384
f11_24916 51.8 119 0 F 11 0.0556719070935319
f11_24916 103.8 171.1 0 F 11 0.0556719070935319
f11_24916 134.9 202.1 0 F 11 0.0556719070935319
f11_24921 91.7 134.2 0 F 11 0.63103575923527
